blast_temp_C,coke_rate_kg_per_t,pci_rate_kg_per_t,air_flow_Nm3_min,top_gas_pressure_bar,moisture_g_Nm3,ore_grade_pct,burden_index,hot_metal_tpd,fuel_rate_kg_per_t,efficiency_score
986.4,538.3,82.4,4305,2.86,6.5,58.5,0.842,6821,693.1,37.1
1200.9,512.6,206,4264,1.97,29.5,58.3,0.555,5530,750,26.7
959.1,336.3,195.8,3856,2.97,21.6,58.3,0.754,7011,750,32
1198.9,307.4,104.4,5383,2.42,23.3,60.8,0.594,6675,682.6,38.9
904.6,533.4,137.9,4853,3.21,34.6,62.7,0.933,6440,750,26.2
1079.1,431.7,187.9,3192,2.06,22.5,59.1,0.701,6202,750,25.1
1169.3,434.5,217.2,5516,1.91,28.9,68,0.508,6734,750,26.4
1227.2,495.2,213.2,3561,3.16,9.6,68,0.814,7323,731.1,48.1
1218.2,378.7,205.9,5937,2.15,29.3,63.2,0.723,6531,750,27.3
1186.9,420.5,102.2,4130,2.32,27.8,63.7,0.93,7484,750,40.2
1210.9,542.2,208,4849,3.09,34,67.3,0.717,6386,750,33.5
969.7,468,203,3233,2.77,33.1,65.7,0.706,6838,750,28.8
999.5,338.4,132.8,4034,2.38,11.4,59.7,0.727,6612,619.7,43.4
1001.1,333.3,135.2,5407,2,18.9,65.9,0.93,7996,647.7,41.3
1032,351.1,144.4,4432,3.03,32.3,60.3,0.793,6723,750,30.1
1037.7,491.7,171.9,5714,1.86,24.2,62.3,0.835,6743,750,26
1090.6,373.8,116.5,4725,3.36,18.9,63.3,0.86,7161,665.4,45.5
956,305.3,83.2,5786,1.8,8.3,65.2,0.969,7858,431.4,65.8
1141.9,536,99.8,5948,3.11,15.6,59.5,0.919,6717,750,34.4
958.6,342.4,141.6,4362,2.35,25,58.8,0.964,6866,750,27.3
1008.6,302.4,119.5,4695,1.87,28.3,66.7,0.672,6875,737.4,23.3
1076.2,359.3,187,5505,2.3,18.4,66.3,0.607,7007,748.5,32.5
1178.8,358.8,94.9,3665,1.94,6.7,63.2,0.602,6593,532,55
1158.8,405.5,208.4,5585,1.77,24,64.6,0.929,7168,750,35.2
1125.9,530.1,205.3,4776,1.98,32.6,65.2,0.915,6725,750,26.6
954.5,519.8,207.2,5177,3.23,19.9,62.8,0.825,6501,750,29.9
1091.5,414.2,183.5,3240,1.71,32.9,60.6,0.531,5254,750,17.7
930.6,402.7,95,5299,3.45,15.6,62.8,0.659,6795,678.1,43.4
1032.1,438.8,141.3,3932,1.51,31.6,67.5,0.867,6127,750,18.9
1044.7,360.9,98.4,5416,2.82,28.6,66.4,0.624,6820,750,31.3
913.9,313,218.3,4527,3.21,33.9,62.7,0.812,6914,750,28.1
995.9,534.8,126.6,3824,3.37,28.7,60.3,0.771,5991,750,27.8
1234.5,346.7,161.9,5858,1.79,14.6,66.9,0.631,7511,660.2,45.9
1233.8,349.6,189.1,5295,2.9,32,64.4,0.967,7246,750,40.4
1023.3,418.1,208.9,5957,1.71,25.1,62,0.628,6355,750,25.9
915.1,422.9,185.8,4093,2.21,9.9,59.1,0.947,7006,750,25.4
962.7,304.6,174.4,4948,2.96,6.4,65.5,0.77,7876,509.8,63.8
1037.3,337,145.2,4835,2.19,16,61.2,0.546,6321,721,32.6
1231.7,394.5,164.8,5063,2.13,28.6,64.1,0.917,7290,750,35.8
949.4,470.9,93.2,3115,1.73,23.5,63.7,0.896,6525,750,24.5
1167.2,357.1,203.7,3875,1.63,20.8,65,0.915,7079,750,28.6
938,405.8,156.1,5728,1.73,5.1,63.4,0.819,6774,644.3,37.7
1243.4,439.3,85.6,4271,3.25,18.1,64.3,0.856,7598,654.9,56.4
1033.6,522.1,208.8,5882,1.52,9.7,58.8,0.954,6860,750,26.2
1171.3,381.5,148.5,3641,2.89,18.6,64.7,0.564,6537,700.2,37.5
1019.9,333.4,201.6,5992,3.04,34.8,59.9,0.542,6183,750,29.4
1119.7,422.3,200,5093,2.64,31.4,61.9,0.563,6204,750,27.7
967.2,486.7,194.2,5329,2.96,14.3,63.1,0.935,7418,750,33.6
951.1,327.5,88.6,4191,2.8,22.8,64.9,0.781,6623,675.8,31.8
1228.3,406.2,114.6,5721,2.41,20.1,65.4,0.588,6788,710.1,38.3
1221.2,304.4,202.6,4636,2.27,8.9,65,0.571,7787,611.4,53.8
,308.4,205.9,5043,3.38,34.7,59,0.723,6961,750,34.5
1118.9,420.7,144.1,3284,3.44,17.8,61.9,0.908,7167,697.8,43.7
1182.9,374.5,141.6,4895,2.8,20.2,60.8,0.903,7286,721.5,43.7
924.2,511.3,104.5,5637,1.89,24.4,62,0.926,6528,750,22.8
1017.2,450.5,215.6,3535,2.4,10.7,64.5,0.884,6977,716.2,31.9
1009.8,413.5,109.8,5213,2.49,11.7,59.9,0.531,6124,701.6,33.2
1122.5,402,106.7,3076,3.02,10.8,63,0.86,7283,553.8,60.5
1024.6,424.3,172.5,5779,2.84,16.5,66.8,0.759,7204,743.3,35.2
952,310.1,114,5949,2.53,11,65.3,0.863,7880,519.6,58
1108.8,523.2,211.4,4063,2.86,32.8,65.3,0.742,6326,750,28.2
1185,549.6,81.5,3321,1.55,26.4,66.5,0.742,6602,750,28.7
1033.7,345.4,80.8,4976,3.05,31.9,62,0.563,6218,750,29.4
946.3,330.1,150.7,3090,1.92,30.5,65.6,0.953,7265,750,26.1
968.8,335.9,148.3,4447,2.81,26.1,58.6,0.687,6501,750,31
983.1,465.3,102.9,3815,1.73,12.3,58.6,0.791,6093,750,22.4
1005,465.4,149.2,4420,1.73,23.5,61.3,0.604,5542,750,16.2
1125,512,137.6,3055,1.57,10.6,60,0.684,5912,750,28.8
1110.3,488,204.6,3155,3.32,9,63.2,0.935,7379,704.2,42.1
1143.6,412.4,81.3,3048,2.71,24,59.8,0.605,5580,750,26.9
1026.9,453.2,216.7,4857,2.22,23.7,67.8,0.603,6851,750,26.5
1188.4,472.1,167.4,4680,3.08,9.7,66.5,0.63,7397,677,49.4
971.4,428.2,101.3,3699,2.75,15.6,67.8,0.787,7052,674.6,39.1
1064.2,418.9,86.5,4940,2.74,7,66.1,0.76,7555,505.9,60.8
1180.3,461.3,155.3,5653,2.47,26.5,67.5,0.588,6744,750,35.2
963.1,439.4,112.9,3832,1.52,34.6,61.7,0.846,6122,750,17.3
938.5,461,122.2,5496,2.02,27.2,63,0.954,7097,750,27.9
1209.3,453.2,114.3,4988,1.72,30.3,60.4,0.599,5469,750,20.7
1020,479.8,171,3101,2.82,19.3,64.4,0.836,6430,750,27.7
1139.4,460.7,157.5,4125,2,7.9,65.9,0.793,7436,652.9,43.5
908.9,429.9,90.9,4523,2.4,26.8,63,0.664,6472,750,24.5
1141.5,470.4,153.7,5195,2.21,12.7,61,0.809,6444,750,34.9
1010.6,412.4,190.8,3861,1.79,16.6,63.1,0.605,6722,750,25.7
919.5,360.4,91.4,5948,3.42,26.1,58.6,0.917,6263,743.7,23.9
1113.4,300.4,204.6,5054,3.37,32.1,65.2,0.511,6996,750,36.8
984.3,440,161,4118,1.67,19.6,62.5,0.784,6491,750,24.6
1035.4,447.7,213.1,3291,3.15,33.8,67,0.659,6184,750,26.2
928.2,543,100.7,3544,2.48,20.6,67.2,0.941,6490,750,26.7
951.5,390.4,219.1,4463,3.05,8.7,59.3,0.75,6696,742.1,34.5
1004.3,398.5,170.2,4484,1.8,20.6,68,0.901,7280,750,24.2
931.4,350.4,159.4,5303,1.76,30.8,67.7,0.962,7882,750,29.6
1218.8,317.6,152.1,5179,3.28,21.1,64.3,0.667,7529,658.4,54.5
902.1,493.2,83.3,3604,3.3,27.4,66.3,0.94,7029,750,29.8
1069.4,362.4,211.5,4785,2.43,21.4,58.2,0.863,6741,750,31.8
943.1,452.2,170.2,3062,3.24,21.4,67.7,0.554,6416,750,33.2
1007.7,471.9,92.8,4196,2.83,13.5,62.6,0.552,5873,740.9,27.3
1224.1,417.8,82.9,5292,1.87,11,67.1,0.909,7592,560.8,59.3
956.6,519.1,87.1,4199,2.16,13.4,61.9,0.734,5998,750,24
1238,410.9,165.3,5507,1.77,18.2,65.9,0.748,7336,750,33.2
972,371.2,166,5928,3.05,29.3,62.2,0.946,7029,750,27.3
1159.5,524,150,4822,3.47,29.9,61.6,0.952,6453,750,36.8
1091.3,515.4,122.9,3435,2.59,9.9,67.5,0.556,6537,725.3,32.7
1209.6,341,154.4,4139,2.81,21.6,65,0.687,7082,695.9,45.4
1093.9,306.5,152.3,3028,2.99,17.5,66.4,0.948,7538,590,50.2
1087.1,322.5,82.7,4808,1.95,22.1,63.4,0.91,7038,642.5,41
968.4,371.6,119.5,5465,2.17,24.4,67.2,0.861,7121,750,27
958.2,543.1,87.4,4890,2.32,,65.4,0.551,6304,750,29.3
1220.8,439.6,206,5358,2.69,32.6,58.7,0.811,6562,750,33.8
1014.7,393.3,181.5,5400,3.2,33.1,65.7,0.791,6814,750,32.4
1030.2,522.2,219.5,5553,2.01,8.2,58.2,0.584,5885,750,24.3
1165.9,413.3,122.3,3800,2.44,26.1,66.3,0.887,6766,750,32.3
1018.6,378.8,203,5614,3,6,61.3,0.656,7045,654.2,47.7
,535.3,164.4,4962,1.67,6.4,64,0.81,6978,738.9,36.2
1158.3,512.4,143.4,3869,2.53,33.7,65.5,0.681,5861,750,25.2
1109.1,510.9,111.2,5962,1.79,25.8,64.4,0.542,6585,750,29.2
1208.3,428.1,183.4,5851,2.58,14.7,64.7,0.762,7503,722.4,46.2
917.4,497.4,206.6,4723,3.04,25.1,66.9,0.653,6476,750,30.2
990,344.8,112.9,5530,1.97,30.4,61.7,0.536,6168,750,24.1
1062.8,443.3,104.6,3784,3.2,31.1,63.5,0.599,5675,750,26.6
979.4,546,177.5,4248,2.17,5.6,59.7,0.809,6056,750,23.8
1160.4,372.7,216.8,3552,1.88,29.5,62.7,0.551,6464,750,25.2
1221.7,498.6,185,4560,2.43,30.6,59.5,0.544,6055,750,27.2
1048.3,422.6,119.8,4488,3.25,22.9,64.3,0.972,6682,726.7,35.6
1019.7,310,138.8,3638,1.64,19.4,61.2,0.554,6380,744.5,27.7
1236.5,490.8,133.8,5018,2.16,8.3,66.6,0.688,7410,690.1,42.1
1055.7,342.1,199.3,3353,2.81,12.2,61.4,0.567,6521,685.1,38.9
1071.2,457.9,188,3185,2.22,19.7,60.9,0.97,7039,750,30.6
1023.1,321.4,162.5,4155,1.64,31,62.9,0.741,6741,750,21.3
1218.3,536.7,118.5,4229,2.16,29.1,59.8,0.556,5535,750,25.6
1099.1,372.9,211.3,3959,3.14,19.9,60,0.884,6962,750,38.8
1166.8,356.6,171.5,3774,3.44,28.6,65.8,0.89,7387,750,40.8
,332.3,215.9,4016,1.58,28,63,0.951,7070,750,31.3
1019.6,536.5,161.2,3490,2.64,22.4,60.1,0.853,6127,750,29
1051.8,478,195,4210,1.71,11.6,58.3,0.527,5836,750,24.2
1197,485.4,193.8,5714,2.86,15.4,62.7,0.775,6906,750,37.3
1027.1,424.9,127.2,3673,1.52,9.9,65.4,0.692,6200,689.5,30.1
1177.9,418.7,215,5053,1.53,5.2,61.5,0.874,7272,698.3,37.4
1229.3,327.5,83.1,3425,3.05,7.4,60.5,0.795,6960,465.8,70.1
1118.1,440,187.6,4062,1.65,27.8,62,0.863,6200,750,24.4
1159.6,361.7,215.2,3964,2.11,6,67.6,0.59,7154,599.8,53.7
1181.8,544.3,127.4,5811,3.42,17,62.2,0.719,6834,750,39.2
1195.8,499.1,170.7,4284,3.47,34.6,60.6,0.716,5775,750,31.6
1038.3,403.2,158.7,5071,1.82,28.9,63.7,0.99,6829,750,22.7
917.9,337.8,186.6,4807,2.62,27.5,66.1,0.51,6733,750,27.3
1040.7,496.3,201.3,3423,2.62,13.2,58.2,0.908,6247,750,26.5
1135.8,330.5,164.4,5819,2.4,24.3,63.6,0.549,6535,750,29.7
1057.6,347.3,194.2,4038,3.35,20,66.4,0.54,7117,750,35.4
1162.1,352.9,123.7,3134,3.01,23.7,60.2,0.664,6338,750,35.4
1024.9,439.2,112,3901,3.03,18.1,67.2,0.85,7150,677.8,43
1122.2,496.8,140.3,4007,2.04,20.9,63.8,0.839,6492,750,30.3
965.2,378.6,174.9,3278,2.37,34.7,63.2,0.814,6473,750,25.5
1162.3,321.2,106.2,4860,2.47,14.9,67.6,0.887,8076,512.8,63.5
1091,416.1,175.2,4040,2.1,11.5,59.3,0.616,6260,750,26.9
971.4,487,135.2,4887,1.69,18.5,65.4,0.817,6300,750,18.9
1002.2,355.4,191.4,3020,1.75,,66.2,0.819,7043,750,27
1162,355,85.2,5946,1.86,7.6,62.9,0.827,7430,497.2,59.7
1068.9,536.8,173.5,3512,1.91,29.2,58.1,0.797,5775,750,22.6
975.6,538.5,171,4978,1.98,17.7,63.2,0.611,5809,750,23.8
1238.5,547.6,211.7,5147,2.01,17.4,59.5,0.957,6628,750,35.2
1150.3,501.9,179.9,3515,2.41,24.8,63.6,0.988,6402,750,30.7
1235,347,191.5,3335,2.52,28.2,65.4,0.845,7354,750,37.7
1049.5,353,206.6,3458,2.12,34.6,63.3,0.722,6692,750,25.9
1066.3,385.1,174.5,3740,3.31,10.2,64.3,0.769,7131,650.1,52.9
1214.3,379.5,120.6,3505,2.61,15.4,59,0.554,6164,732.1,34.2
1083.8,539.1,201.8,5022,3.07,10,59,0.682,6118,750,33
1147.5,497.3,184.7,4262,3.35,31.4,66.5,0.988,6931,750,36.2
988.3,481,139.4,4613,1.83,21.5,58.5,0.774,6154,750,20.6
1056.4,346.5,179.5,3142,2.36,30.6,60.8,0.78,6263,750,25
943.2,527.4,201.5,5584,2.37,34.6,67.4,0.977,6989,750,25.6
972.1,507,216.6,3512,2.21,21.5,62.6,0.943,6522,750,23.1
900.3,340.9,213.3,4080,1.52,8.5,64.7,0.784,7390,702.6,34.5
913.7,517.8,125.5,,3.13,15.8,60.2,0.634,5660,750,26.5
1242,368.1,139,3410,1.72,6.1,60.7,0.558,6797,615.8,50.3
984.8,320.2,95.3,4997,3.49,30.5,63.1,0.932,7722,716.4,39.8
1132.2,464.2,114.7,5078,3.05,5.5,64.4,0.96,7201,558.7,58.8
1193.7,463.5,203.5,5031,2.66,22.8,67.6,0.747,7101,750,36.3
1092.7,323.7,130.5,4656,1.81,8.2,63.7,0.547,6889,591.4,45.4
953.6,379.7,166.9,5858,2.53,5.2,59,0.803,6953,651.2,43.9
1154.8,548.2,173.2,4522,2.02,12.7,61.7,0.684,6338,750,33.1
1110.1,469.6,189.5,4348,2,21.6,60.4,0.579,6215,750,27.9
1155.9,482.5,105.6,3743,3.16,7.3,60.5,0.96,6544,626.8,53.7
1169.4,353.2,122.7,3297,2.26,23.4,63.1,0.62,5924,745.3,33.3
1241.4,319.7,142.8,4644,2.4,25.2,61.2,0.856,7554,739,43.5
1100.7,369.2,131.1,3945,3.19,34.1,60.9,0.715,6259,750,29.7
1019.6,362.2,217.6,4572,1.68,32,67.7,0.914,7262,750,21.3
1127,358.6,196.9,3618,2.69,22,63.8,0.85,6876,750,35.5
924,348.2,147.2,5515,2.66,28.8,60.6,0.562,6233,750,24.5
1214.1,443.7,203.1,5999,2.35,15.9,60.8,0.725,7230,750,37.8
941.8,382,128.7,3967,3.16,22.6,66.1,0.63,6795,749.6,30.1
1014.7,505.1,190,5527,3.39,17.1,66.9,0.857,7343,750,40.1
1185.5,346,111.3,5619,2.43,15.1,64.8,0.772,7045,601.7,48.1
1109.1,416.2,188.1,5988,2.41,26.8,62.3,0.67,6812,750,34
1037.8,303.4,143.9,4028,2.5,13.9,65.6,0.665,7209,581.5,53.8
1065.7,420.4,95,5268,2.95,16.4,67.4,0.557,6723,695.7,39.4
1199.1,314,118.3,3686,2.84,16,59.7,0.607,6788,628.4,50.1
1019,544.4,136.3,4874,1.95,31.1,66.6,0.857,6200,750,19.9
1204.4,497.6,184.9,5115,1.63,10.1,66.5,0.805,7332,735.9,38.6
930.8,422.5,90.2,5223,3.4,,61.7,0.678,6896,724.5,38
1171.9,321.6,172.3,3622,2.02,31.6,60.9,0.918,6881,750,31.9
1196.6,448.1,180.2,5546,2.78,5.5,63.7,0.742,7248,637.4,49.8
963.6,489.7,171.5,4263,3.16,33.4,60.7,0.897,6097,750,22.6
1050.6,347.7,186.5,3649,2.1,32,59.5,0.891,6596,750,25.3
957.9,442.1,104.9,4628,2.77,17.5,67.5,0.924,7207,690.5,38.1
1147.3,503.6,162.2,5590,1.72,24.6,62.9,0.925,7363,750,33.7
1087.4,492.1,211.8,5901,3.44,34.7,62.7,0.84,6332,750,31.3
1122.4,500.7,165.5,5245,1.62,21.6,59.3,0.875,6346,750,28
968.8,519.8,165.6,3017,2.38,7.9,63,0.888,6702,744.7,32.2
974.1,534.4,183.1,3404,2.57,30.6,65.4,0.585,5750,750,22.9
914.5,401.4,126.6,3229,3.08,9,60.5,0.65,6244,622,43.4
1012.7,442.2,178.1,3304,1.74,12.7,61.7,0.552,6313,750,23.9
1095.9,497.7,208.3,4149,2.38,31.2,59.8,0.595,5778,750,22.2
1200.3,474.3,81.5,4015,2.1,12.7,61.6,0.889,6946,664.6,42.4
1133.4,548.9,201.8,3341,2.12,27.4,66.6,0.974,6530,750,27
1052.4,303.4,110.6,5647,3.06,18.4,60.4,0.837,7213,632.6,50.1
1233.6,388.8,143.8,4846,1.51,27.8,58.3,0.943,6791,750,31.5
1151.7,370.3,199.3,5389,3,12,63.4,0.659,6993,676.8,41.7
1225.6,365.6,195.3,4115,3.12,17.6,63.8,0.923,7758,686.8,50.8
1084.7,355.6,204.9,4231,3.3,14.5,61.3,0.669,6906,711.5,37.5
990.6,477.3,211.7,3953,2.75,12.5,64.4,0.947,7433,750,32.6
918.5,321.2,142.6,4315,2.17,14.4,58.4,0.899,6801,650.1,37.9
1154.1,485.4,171.9,4831,2.35,14.7,61.4,0.992,7549,750,34.2
942.5,473.4,134.7,4479,3.44,33.7,59.4,0.914,6338,750,25.1
1006,362.7,129.1,5514,3.26,21,60.3,0.699,6884,736.1,32.9
1086.4,363.2,140.4,5700,2.43,18.9,61.8,0.555,6451,747,27
1097.5,457.2,184,4409,3.39,20.1,62.9,0.937,7193,750,35.7
1110.2,490.5,150.2,3719,3.15,34.9,58.9,0.786,5713,750,27.7
958.2,519.1,194,,3.3,24.6,59,0.929,6180,750,24.9
1032.9,513,184.3,5205,2.87,26.1,64.7,0.694,6379,750,28.5
1116,541.2,82.9,4920,3.22,14.4,62,0.514,6297,750,34.7
1239.4,445.3,168.2,5236,3.28,19.1,59.8,0.526,6314,750,39.3
1154.7,527.2,141.1,3228,1.68,10.5,60.3,0.835,6204,750,30.2
1222.9,502.1,143.9,3203,3.43,25.6,65.2,0.557,6064,750,33
1166.8,523.7,194.6,3459,2.17,15.3,58.5,0.873,6840,750,30.8
1107.1,302.9,156.7,3442,2.38,27.4,63.1,0.71,6875,750,28.2
967.2,541.5,204,4262,3.08,11.4,61.6,0.782,6083,750,30.8
1133.3,418.4,179.8,3472,2.83,17.1,66.1,0.901,7187,699.9,42.9
1118.2,499.5,157.4,5564,3.29,19.1,65.9,0.627,6665,750,35.4
1110.9,331.8,185.6,4734,2.3,10,64.9,0.706,7235,614.9,46.5
1071.4,399,85.4,4105,2.25,7.1,61.8,0.865,7086,555.6,53.5
1085,367.9,83.8,3209,1.56,14.5,64.3,0.959,7008,595.2,47.3
1017.1,372.9,91.7,4773,2.43,21.3,64.4,0.645,6529,719.2,33.6
1081.8,330.8,141.3,3350,2.95,24.6,61.3,0.811,6828,734.2,31.9
969.1,501.4,113,5230,2.1,17.8,66.8,0.976,6770,750,28.9
1181.8,302.3,217.8,5408,2.43,20,67.8,0.824,7422,669.1,42.4
965,378.1,155.9,4632,1.94,21.3,61.1,0.946,7232,750,26.7
929.7,343.6,172.7,3449,3.05,20.4,66,0.97,7690,716.8,36.7
1052.7,447.3,119,5361,1.62,7.7,63,0.965,7389,650.9,41.9
1130.4,363.6,125.1,3923,2.91,17.2,62.6,0.879,7280,637,47.3
1053.2,364.7,127,3668,2.26,11.1,61.9,0.776,6836,630.2,43.5
996.9,422.1,177.8,4412,1.58,21,60.9,0.548,6682,750,21.8
1095.4,463.2,146.3,5768,3.21,27.7,67.2,0.611,6785,750,34.6
1021.5,330.3,152.5,3892,2.48,22.4,65.4,0.628,7431,736.4,31.3
1226.5,343.9,162.9,5717,2.7,11.7,62.4,0.517,7547,638.7,52.3
1222.9,361.8,187.6,3161,2.96,11.2,65.5,0.551,7095,640.1,52
1075.8,543.4,92.7,3251,2.81,6.1,65.2,0.647,6337,675.9,40
1014.8,399.3,188.8,5096,2.96,17.8,60.7,0.545,6404,750,32.2
1158,449.7,158.9,3572,3.02,18,59.8,0.585,5991,750,28.3
912.8,360.4,173.7,3950,2.68,12.1,66.4,0.527,6894,698.3,35.1
1066.2,422.6,125.9,3409,2.23,27.9,66.1,0.708,6600,750,25.9
1017.7,318.5,137.3,3997,1.99,16.6,68,0.911,7350,579.9,48.8
1222.2,308.7,112.4,3841,3.31,25.1,58.2,0.906,7660,672.2,51
904.2,417.2,217.1,5209,3.44,24.2,63.4,0.952,7043,750,34
1093.5,399.7,149.6,5106,2.22,23.1,65,0.873,6505,750,28.1
1159.2,334.2,219.5,5865,1.72,32.2,63.8,0.622,6741,750,30.2
1069.8,471.9,148.6,5173,1.95,5.5,65.1,0.851,6990,639,43.4
929.9,548.2,110.8,5084,2.84,7,59.4,0.877,6508,750,27.2
1240.4,398.9,151,5083,1.85,26.7,58,0.772,6414,750,28.3
1081.3,456.1,85.5,5649,3.06,15.6,58.9,0.904,6974,703.8,39.5
1115,540.7,206.7,3889,3.35,34.6,61.8,0.536,5790,750,29.6
982.8,507.9,194.6,3900,3.43,11.5,61.3,0.797,6349,750,34.5
1069.2,415.9,181.6,5224,1.52,10.5,66.7,0.74,7148,713.3,34.6
1050.2,484.4,165.4,3686,3.42,22.6,58.8,0.903,6577,750,35.1
926.2,332,161.2,5736,2.98,13.4,62.4,0.564,6749,715,32.5
937.2,428,219.5,4604,1.67,15.2,67.6,0.606,6272,750,23.3
1193.1,369.8,118.9,3900,2.33,32.6,63,0.779,6737,750,31.8
983.9,340.3,189.2,5328,2.9,5.8,59.3,0.974,7514,553.1,58.1
968.2,406.6,161.4,3937,3.41,20.9,60.9,0.542,5971,750,25.8
1076.7,332.8,216.6,5890,1.83,15,64.3,0.872,7707,730.6,36.4
1169.1,474.7,195.9,5949,1.76,15.4,58.1,0.603,6194,750,27
921.7,414.1,219.8,5000,2.44,12.4,67.7,0.553,7173,750,27.4
1101.9,432.8,162.4,3341,3.44,9,63.7,0.697,6583,682.2,45.8
941.7,336.6,108.6,3790,3.44,6,65,0.792,8039,469.1,68.2
912.8,334.9,150.5,4546,1.96,34.6,63,0.914,6406,750,20.8
918.5,445.9,179.6,5554,2.14,24.8,67.6,0.817,6913,750,23
,546.3,188.4,3555,3.32,28.3,63.9,0.746,6036,750,37.8
941.3,324.1,80.1,3313,2.97,7,64.6,0.643,7000,460.8,61.9
915.8,371.4,150.7,3223,3.44,5.4,66.6,0.646,7149,550.5,54.9
1053.3,517.4,112.9,4521,3.29,23,66.6,0.885,6957,750,37.1
1195.4,318.1,202.5,5654,1.93,26.7,58.3,0.557,6458,750,29.1
,519,101.4,3127,3.02,16.8,60.8,0.573,5989,750,34.5
1047.6,431.1,173.3,3637,1.6,16.6,60.5,0.86,6555,750,27.9
914,402.1,117.2,5080,3.14,16.5,58.1,0.981,7283,697.3,37.4
1057.2,377.4,129.9,5478,2.7,9.6,66.8,0.56,6745,602.3,48.4
1102.2,374.3,211.7,5422,3.41,27.6,61.2,0.805,6473,750,34.1
1099.8,376.5,113.7,,3.42,11.5,61.5,0.62,6972,603.4,51.6
1016.3,521.2,93.3,3389,1.6,14.7,59,0.513,5359,750,21.6
1010.4,480.9,89.7,4192,1.82,25.1,67.9,0.916,6687,750,24
937.3,467.4,150.6,5954,2.47,5,66.3,0.754,7287,630.2,43.8
1028.4,499.7,169.8,5967,3.26,28,63.7,0.512,6403,750,31.1
934.8,364.3,125.8,4807,3.13,32,65.7,0.948,7382,750,29.7
1168.3,454.5,176.6,5128,3.43,6.5,65.8,0.768,7449,595.1,60.2
1238.2,415,88.5,5854,2.74,22.7,64.6,0.869,7378,694,44.4
1239.5,495.6,200,4350,2.01,17.3,59.7,0.712,6475,750,31.6
1202.8,377.3,194.3,3411,1.55,7.4,65.2,0.592,6589,660.3,40.1
1110.3,460.8,218,5007,1.95,25.5,63.7,0.733,6359,750,25.1
1145.3,520.6,211.1,5880,2.85,23.4,65.2,0.644,6868,750,31.9
999.8,400.5,129.9,5092,3.35,24.3,63.4,0.648,6203,750,30.3
1120.8,316.7,135.9,5410,2.14,29.4,67.6,0.822,7181,729.8,28.8
1059.5,429,184.4,4268,3.25,13.6,64.3,0.547,6340,750,29.1
1068.7,386.5,98.8,3289,2.29,25.3,63.7,0.699,6604,750,28.5
1165.2,468.1,124,3507,2.12,27.3,66.4,0.773,6252,750,27.8
998.7,537.8,96.6,5948,2.52,10.1,61.8,0.855,6952,741.5,33.2
1011.3,421.4,143.7,4480,2.38,33.7,61.2,0.816,6181,750,25.1
1223.6,416.5,157.3,3036,3.33,15.2,63,0.943,7719,633,53
919.7,463.6,109.6,5866,2.44,26.4,63.8,0.996,7008,750,25.5
1070,325.9,83.7,4493,2.05,27.6,60.2,0.969,7182,711.5,32.7
1219.5,363.4,180.7,5509,3.19,20.1,64.8,0.882,7848,689.2,51
1113.6,529.7,82.8,4645,3.5,8.9,66,0.843,7047,632.8,52.9
1091.2,467.5,216.3,3305,2.8,13.3,63.8,0.518,6269,750,31.1
987.4,303.4,111,4847,2,12,63.2,0.767,7231,557.9,49.3
1020.1,351.2,172.9,5992,1.98,20.6,60.9,0.832,6951,750,27.4
1198.2,470.7,140.9,3104,1.62,12.8,67.1,0.706,6930,734.4,32.2
1095.7,491.1,88.4,5525,1.65,21.4,65.5,0.692,7117,750,29.3
1080.2,510,146.1,3706,3.33,13.6,62.8,0.771,6619,750,31.7
934.9,373,152.3,4182,1.69,5,64.6,0.953,7680,590.8,46.8
905.6,532.8,199.7,4118,2.47,15.9,61.4,0.63,6038,750,26.2
1237.3,438.2,182.5,5696,2.9,23.2,58.6,0.7,5880,750,32.3
1031.9,474.1,91.1,4513,3.2,28.2,60,0.827,6358,750,34.3
1111.1,449.2,109.3,4342,1.84,5.9,58.8,0.593,6285,671.8,38
927.9,330.7,123.7,5454,2.38,12.7,63.1,0.917,7205,603.8,47.4
1139.1,540.8,96.3,3147,2,34.6,64.2,0.833,5456,750,22.5
1226.4,330.7,144,3259,2.01,12.9,61.8,0.676,6930,589.5,52.4
1101.5,363.7,217.8,3065,2.11,28.3,63.3,0.861,7190,750,31.1
944.1,503.4,152,5064,2.67,20.3,58.9,0.64,5772,750,20.3
1103.6,454.6,183.9,4577,1.53,8.7,65.7,0.887,7215,681.9,34.3
1168.2,509.5,175.6,5628,2.32,24.3,58.3,0.535,6319,750,29.6
1042.2,428.9,199,4496,1.87,34,64.3,0.713,6527,750,22.5
1207.9,394.2,110.2,3665,3.43,31.6,62.3,0.631,5999,750,32.9
1127,530.5,185.5,5415,2.67,25.7,59.8,0.908,6319,750,27.9
1214.7,309.1,203.4,3883,3.24,20.4,63.2,0.876,8110,670.1,55.9
1118.2,514,104,5807,1.89,14.6,65.8,0.921,7007,741.2,30.5
946,357.7,128.6,3751,3.12,15.7,62.1,0.826,6833,641.6,40.4
1008.4,512.2,215.8,3503,2.33,15.4,61.7,0.898,6711,750,29.1
970.6,334.8,189.3,4480,1.86,32.7,59.4,0.719,6141,750,22.1
1218.1,445.1,119.6,3152,3.02,11.3,63.9,0.839,7168,631.4,55
1166.1,522,159,3109,3.02,16.3,66.3,0.516,6272,750,33.4
